Region,Date(NZST),Time(NZST),Tair(C),Twet(C),RH(%),Tdew(C),
Canterbury,"2016,Jan,26","08,00",15.0,14.6,95.6,14.3,
Canterbury,"2016,Jan,26","08,00",13.9,13.5,95.0,13.1,
Canterbury,"2016,Jan,26","08,00",6.9,6.6,96.0,6.3,
Canterbury,"2016,Jan,26","08,00",9.5,9.3,97.0,9.0,
Canterbury,"2016,Jan,26","08,00",10.0,10.0,100.0,10.0,
Canterbury,"2016,Jan,26","08,00",13.6,12.3,85.0,11.1,
Canterbury,"2016,Jan,26","08,00",17.5,17.5,100.0,17.5,
Canterbury,"2016,Jan,26","08,00",13.6,13.5,98.8,13.4,
Canterbury,"2016,Jan,26","08,00",13.0,13.0,100.0,13.0,
Canterbury,"2016,Jan,26","08,00",10.3,10.3,100.0,10.3,
Canterbury,"2016,Jan,26","08,00",13.7,12.7,88.0,11.8,
Canterbury,"2016,Jan,26","08,00",9.3,8.8,93.0,8.2,
Canterbury,"2016,Jan,26","08,00",13.1,12.7,95.0,12.3,
Canterbury,"2016,Jan,27","08,00",17.2,16.9,97.0,16.7,
Canterbury,"2016,Jan,27","08,00",11.6,9.6,76.0,7.5,
Canterbury,"2016,Jan,27","08,00",11.2,8.9,71.9,6.3,
Canterbury,"2016,Jan,27","08,00",9.3,8.9,95.0,8.5,
Canterbury,"2016,Jan,27","08,00",5.2,5.1,98.0,4.9,
Canterbury,"2016,Jan,27","08,00",4.9,4.9,100.0,4.9,
Canterbury,"2016,Jan,27","08,00",7.5,7.5,100.0,7.5,
Canterbury,"2016,Jan,27","08,00",11.5,10.9,92.0,10.3,
Canterbury,"2016,Jan,27","08,00",17.6,17.5,99.0,17.4,
Canterbury,"2016,Jan,27","08,00",11.6,11.4,97.5,11.2,
Canterbury,"2016,Jan,27","08,00",10.2,10.2,100.0,10.2,
Canterbury,"2016,Jan,27","08,00",8.7,8.0,90.0,7.2,
Canterbury,"2016,Jan,27","08,00",11.1,10.7,95.0,10.3,
Canterbury,"2016,Jan,27","08,00",3.9,3.8,99.0,3.8,
Canterbury,"2016,Jan,27","08,00",10.8,10.0,90.0,9.2,
Canterbury,"2016,Jan,28","08,00",15.4,15.2,98.0,15.1,
Canterbury,"2016,Jan,28","08,00",9.0,7.3,77.0,5.2,
Canterbury,"2016,Jan,28","08,00",8.1,6.7,80.5,5.0,
Canterbury,"2016,Jan,28","08,00",7.8,7.1,90.0,6.3,
Canterbury,"2016,Jan,28","08,00",-0.2,-0.2,99.0,-0.3,
Canterbury,"2016,Jan,28","08,00",0.7,0.7,100.0,0.7,
Canterbury,"2016,Jan,28","08,00",9.5,8.5,86.7,7.4,
Canterbury,"2016,Jan,28","08,00",11.7,11.0,91.0,10.3,
Canterbury,"2016,Jan,28","08,00",15.8,15.3,94.6,14.9,
Canterbury,"2016,Jan,28","08,00",10.5,10.3,97.4,10.1,
Canterbury,"2016,Jan,28","08,00",10.0,10.0,100.0,10.0,
Canterbury,"2016,Jan,28","08,00",9.3,8.3,87.0,7.3,
Canterbury,"2016,Jan,28","08,00",10.5,10.2,96.0,9.9,
Canterbury,"2016,Jan,28","08,00",1.4,1.4,100.0,1.4,
Canterbury,"2016,Jan,28","08,00",10.3,10.2,99.0,10.2,
Canterbury,"2016,Jan,29","08,00",15.8,15.4,96.0,15.2,
Canterbury,"2016,Jan,29","08,00",10.6,9.3,83.0,7.8,
Canterbury,"2016,Jan,29","08,00",9.3,8.5,89.3,7.6,
Canterbury,"2016,Jan,29","08,00",11.2,9.9,84.0,8.6,
Canterbury,"2016,Jan,29","08,00",4.5,1.3,52.0,-5.3,
Canterbury,"2016,Jan,29","08,00",3.2,2.3,86.0,0.9,
Canterbury,"2016,Jan,29","08,00",10.0,9.0,87.0,7.9,
Canterbury,"2016,Jan,29","08,00",11.8,11.2,92.0,10.5,
Canterbury,"2016,Jan,29","08,00",16.6,15.3,86.5,14.3,
Canterbury,"2016,Jan,29","08,00",13.2,11.4,79.4,9.7,
Canterbury,"2016,Jan,29","08,00",12.4,11.0,83.4,9.7,
Canterbury,"2016,Jan,29","08,00",9.9,9.2,91.0,8.5,
Canterbury,"2016,Jan,29","08,00",12.6,11.3,84.0,10.0,
Canterbury,"2016,Jan,29","08,00",5.4,4.0,80.0,2.0,
Canterbury,"2016,Jan,29","08,00",10.9,10.8,98.0,10.6,
Canterbury,"2016,Jan,30","08,00",14.8,13.4,85.0,12.3,
Canterbury,"2016,Jan,30","08,00",11.0,9.2,77.0,7.1,
Canterbury,"2016,Jan,30","08,00",10.0,8.4,79.4,6.6,
Canterbury,"2016,Jan,30","08,00",11.0,9.8,85.0,8.6,
Canterbury,"2016,Jan,30","08,00",1.6,1.3,95.0,0.9,
Canterbury,"2016,Jan,30","08,00",3.9,3.9,100.0,3.9,
Canterbury,"2016,Jan,30","08,00",8.0,7.1,87.3,6.0,
Canterbury,"2016,Jan,30","08,00",11.8,9.5,72.0,6.9,
Canterbury,"2016,Jan,30","08,00",13.1,12.3,90.6,11.6,
Canterbury,"2016,Jan,30","08,00",11.2,10.8,95.0,10.4,
Canterbury,"2016,Jan,30","08,00",10.2,10.2,100.0,10.2,
Canterbury,"2016,Jan,30","08,00",8.7,7.6,85.0,6.3,
Canterbury,"2016,Jan,30","08,00",10.8,9.9,88.0,8.9,
Canterbury,"2016,Jan,30","08,00",2.5,2.5,100.0,2.5,
Canterbury,"2016,Jan,30","08,00",10.5,9.1,82.0,7.6,
Canterbury,"2016,Jan,31","08,00",16.1,15.2,90.0,14.5,
Canterbury,"2016,Jan,31","08,00",12.6,10.4,74.0,8.1,
Canterbury,"2016,Jan,31","08,00",10.9,9.0,76.4,6.9,
Canterbury,"2016,Jan,31","08,00",11.5,10.1,83.0,8.7,
Canterbury,"2016,Jan,31","08,00",7.0,4.7,68.0,1.1,
Canterbury,"2016,Jan,31","08,00",8.3,4.8,55.0,-0.8,
Canterbury,"2016,Jan,31","08,00",9.2,9.0,97.3,8.8,
Canterbury,"2016,Jan,31","08,00",12.8,11.1,80.0,9.5,
Canterbury,"2016,Jan,31","08,00",17.2,16.0,87.8,15.2,
Canterbury,"2016,Jan,31","08,00",13.1,11.6,82.7,10.2,
Canterbury,"2016,Jan,31","08,00",12.7,12.0,91.7,11.4,
Canterbury,"2016,Jan,31","08,00",8.9,8.8,99.0,8.8,
Canterbury,"2016,Jan,31","08,00",12.7,11.1,81.0,9.5,
Canterbury,"2016,Jan,31","08,00",8.0,5.6,69.0,2.3,
Canterbury,"2016,Jan,31","08,00",11.0,10.3,91.0,9.6,
Canterbury,"2016,Feb,01","08,00",15.8,15.7,99.0,15.6,
Canterbury,"2016,Feb,01","08,00",15.4,12.4,68.0,9.6,
Canterbury,"2016,Feb,01","08,00",12.5,11.0,82.3,9.6,
Canterbury,"2016,Feb,01","08,00",13.2,12.2,88.0,11.3,
Canterbury,"2016,Feb,01","08,00",9.7,2.7,20.0,-15.3,
Canterbury,"2016,Feb,01","08,00",12.6,4.1,14.0,-18.9,
Canterbury,"2016,Feb,01","08,00",13.6,12.4,86.3,11.4,
Canterbury,"2016,Feb,01","08,00",14.8,-,-,-,
Canterbury,"2016,Feb,01","08,00",17.9,16.5,86.1,15.5,
Canterbury,"2016,Feb,01","08,00",14.4,13.6,91.0,13.0,
Canterbury,"2016,Feb,01","08,00",13.2,13.0,97.6,12.8,
Canterbury,"2016,Feb,01","08,00",9.9,9.9,100.0,9.9,
Canterbury,"2016,Feb,01","08,00",14.6,13.3,86.0,12.3,
Canterbury,"2016,Feb,01","08,00",12.4,4.2,16.0,-16.7,
Canterbury,"2016,Feb,01","08,00",15.6,14.1,84.0,12.9,
Canterbury,"2016,Feb,02","08,00",19.3,17.1,79.0,15.6,
Canterbury,"2016,Feb,02","08,00",19.8,13.5,45.0,7.6,
Canterbury,"2016,Feb,02","08,00",17.8,11.5,41.9,4.7,
Canterbury,"2016,Feb,02","08,00",20.1,14.6,52.0,10.0,
Canterbury,"2016,Feb,02","08,00",11.0,7.1,55.0,1.7,
Canterbury,"2016,Feb,02","08,00",11.9,9.3,70.0,6.3,
Canterbury,"2016,Feb,02","08,00",19.0,15.6,68.3,13.0,
Canterbury,"2016,Feb,02","08,00",17.6,15.4,78.0,13.7,
Canterbury,"2016,Feb,02","08,00",18.7,17.1,84.5,16.0,
Canterbury,"2016,Feb,02","08,00",18.4,16.5,81.5,15.2,
Canterbury,"2016,Feb,02","08,00",19.2,18.0,88.5,17.2,
Canterbury,"2016,Feb,02","08,00",15.3,13.1,77.0,11.3,
Canterbury,"2016,Feb,02","08,00",16.9,15.3,84.0,14.2,
Canterbury,"2016,Feb,02","08,00",11.6,8.6,66.0,5.1,
Canterbury,"2016,Feb,02","08,00",19.0,16.3,74.0,14.3,
Canterbury,"2016,Feb,03","08,00",18.9,17.5,86.0,16.5,
Canterbury,"2016,Feb,03","08,00",18.7,15.4,69.0,12.9,
Canterbury,"2016,Feb,03","08,00",15.8,14.1,82.1,12.7,
Canterbury,"2016,Feb,03","08,00",17.7,14.8,72.0,12.6,
Canterbury,"2016,Feb,03","08,00",13.4,8.8,52.0,3.1,
Canterbury,"2016,Feb,03","08,00",14.3,10.0,56.0,5.1,
Canterbury,"2016,Feb,03","08,00",20.5,18.0,77.3,16.4,
Canterbury,"2016,Feb,03","08,00",18.0,16.4,84.0,15.3,
Canterbury,"2016,Feb,03","08,00",17.7,17.6,99.0,17.5,
Canterbury,"2016,Feb,03","08,00",18.1,16.6,85.2,15.6,
Canterbury,"2016,Feb,03","08,00",17.1,16.6,94.8,16.3,
Canterbury,"2016,Feb,03","08,00",17.5,15.5,80.0,14.0,
Canterbury,"2016,Feb,03","08,00",18.3,16.0,78.0,14.4,
Canterbury,"2016,Feb,03","08,00",14.0,10.3,62.0,6.4,
Canterbury,"2016,Feb,03","08,00",19.5,17.0,77.0,15.4,
Canterbury,"2016,Feb,04","08,00",19.5,18.0,86.0,17.1,
Canterbury,"2016,Feb,04","08,00",21.1,13.8,40.0,7.0,
Canterbury,"2016,Feb,04","08,00",18.1,12.2,45.7,6.2,
Canterbury,"2016,Feb,04","08,00",20.3,13.5,42.0,7.0,
Canterbury,"2016,Feb,04","08,00",7.2,5.4,76.0,3.0,
Canterbury,"2016,Feb,04","08,00",9.4,7.4,75.0,5.0,
Canterbury,"2016,Feb,04","08,00",22.8,14.9,38.3,7.9,
Canterbury,"2016,Feb,04","08,00",24.8,-,-,-,
Canterbury,"2016,Feb,04","08,00",19.3,18.4,91.3,17.8,
Canterbury,"2016,Feb,04","08,00",22.1,18.5,69.2,16.2,
Canterbury,"2016,Feb,04","08,00",23.2,18.1,58.7,14.7,
Canterbury,"2016,Feb,04","08,00",22.8,15.4,42.0,9.2,
Canterbury,"2016,Feb,04","08,00",21.3,17.9,70.0,15.6,
Canterbury,"2016,Feb,04","08,00",9.4,7.8,80.0,6.0,
Canterbury,"2016,Feb,04","08,00",23.7,18.2,56.0,14.4,
Canterbury,"2016,Feb,05","08,00",17.7,15.9,82.0,14.6,
Canterbury,"2016,Feb,05","08,00",18.0,12.9,52.0,8.0,
Canterbury,"2016,Feb,05","08,00",16.1,12.2,60.6,8.5,
Canterbury,"2016,Feb,05","08,00",18.3,14.0,60.0,10.4,
Canterbury,"2016,Feb,05","08,00",8.7,5.9,64.0,1.8,
Canterbury,"2016,Feb,05","08,00",11.0,8.6,72.0,5.9,
Canterbury,"2016,Feb,05","08,00",14.2,13.2,88.8,12.4,
Canterbury,"2016,Feb,05","08,00",13.8,-,-,-,
Canterbury,"2016,Feb,05","08,00",19.6,18.2,86.7,17.3,
Canterbury,"2016,Feb,05","08,00",15.1,13.9,86.9,12.9,
Canterbury,"2016,Feb,05","08,00",14.0,13.6,95.4,13.3,
Canterbury,"2016,Feb,05","08,00",14.7,13.4,86.0,12.4,
Canterbury,"2016,Feb,05","08,00",14.7,13.3,84.0,12.0,
Canterbury,"2016,Feb,05","08,00",10.0,7.6,71.0,4.7,
Canterbury,"2016,Feb,05","08,00",13.4,13.1,96.0,12.8,
Canterbury,"2016,Feb,06","08,00",17.6,17.4,98.0,17.3,
Canterbury,"2016,Feb,06","08,00",16.5,12.2,57.0,8.0,
Canterbury,"2016,Feb,06","08,00",15.2,11.5,61.4,7.8,
Canterbury,"2016,Feb,06","08,00",16.2,12.5,63.0,9.2,
Canterbury,"2016,Feb,06","08,00",12.1,7.3,48.0,0.7,
Canterbury,"2016,Feb,06","08,00",13.7,8.2,44.0,0.8,
Canterbury,"2016,Feb,06","08,00",13.5,11.5,77.4,9.6,
Canterbury,"2016,Feb,06","08,00",15.7,-,-,-,
Canterbury,"2016,Feb,06","08,00",19.2,18.2,90.3,17.6,
Canterbury,"2016,Feb,06","08,00",14.7,14.3,95.5,14.0,
Canterbury,"2016,Feb,06","08,00",15.5,14.2,86.1,13.2,
Canterbury,"2016,Feb,06","08,00",13.0,11.0,77.0,9.1,
Canterbury,"2016,Feb,06","08,00",13.8,13.8,100.0,13.8,
Canterbury,"2016,Feb,06","08,00",11.5,9.3,75.0,7.0,
Canterbury,"2016,Feb,06","08,00",13.9,13.7,98.0,13.6,
Canterbury,"2016,Feb,07","08,00",19.1,18.1,90.0,17.4,
Canterbury,"2016,Feb,07","08,00",11.7,10.2,82.0,8.7,
Canterbury,"2016,Feb,07","08,00",9.9,9.2,90.8,8.5,
Canterbury,"2016,Feb,07","08,00",10.4,9.5,88.0,8.5,
Canterbury,"2016,Feb,07","08,00",13.0,8.7,54.0,3.3,
Canterbury,"2016,Feb,07","08,00",13.3,7.6,41.0,-0.7,
Canterbury,"2016,Feb,07","08,00",10.0,9.5,93.4,9.0,
Canterbury,"2016,Feb,07","08,00",14.6,-,-,-,
Canterbury,"2016,Feb,07","08,00",20.6,19.8,92.5,19.3,
Canterbury,"2016,Feb,07","08,00",14.4,13.6,91.0,13.0,
Canterbury,"2016,Feb,07","08,00",12.4,12.4,100.0,12.4,
Canterbury,"2016,Feb,07","08,00",9.6,9.1,93.0,8.5,
Canterbury,"2016,Feb,07","08,00",13.8,12.7,87.0,11.7,
Canterbury,"2016,Feb,07","08,00",9.9,8.5,83.0,7.0,
Canterbury,"2016,Feb,07","08,00",13.1,11.9,86.0,10.8,
Canterbury,"2016,Feb,08","08,00",18.4,17.4,90.0,16.7,
Canterbury,"2016,Feb,08","08,00",15.8,12.5,66.0,9.5,
Canterbury,"2016,Feb,08","08,00",14.0,11.4,71.3,8.9,
Canterbury,"2016,Feb,08","08,00",16.0,13.2,71.0,10.8,
Canterbury,"2016,Feb,08","08,00",12.2,9.2,67.0,5.9,
Canterbury,"2016,Feb,08","08,00",11.2,9.4,79.0,7.5,
Canterbury,"2016,Feb,08","08,00",15.0,13.0,78.5,11.3,
Canterbury,"2016,Feb,08","08,00",14.3,-,-,-,
Canterbury,"2016,Feb,08","08,00",21.2,18.3,74.3,16.5,
Canterbury,"2016,Feb,08","08,00",14.9,14.8,98.9,14.7,
Canterbury,"2016,Feb,08","08,00",15.0,14.6,95.6,14.3,
Canterbury,"2016,Feb,08","08,00",12.6,11.3,84.0,10.0,
Canterbury,"2016,Feb,08","08,00",14.0,13.8,98.0,13.7,
Canterbury,"2016,Feb,08","08,00",12.6,9.9,70.0,7.0,
Canterbury,"2016,Feb,08","08,00",13.0,12.5,94.0,12.1,
Canterbury,"2016,Feb,09","08,00",18.7,17.6,89.0,16.9,
Canterbury,"2016,Feb,09","08,00",18.6,14.2,59.0,10.5,
Canterbury,"2016,Feb,09","08,00",16.0,13.4,73.1,11.2,
Canterbury,"2016,Feb,09","08,00",21.3,12.6,30.0,3.0,
Canterbury,"2016,Feb,09","08,00",12.6,6.9,40.0,-1.7,
Canterbury,"2016,Feb,09","08,00",11.5,6.2,42.0,-2.0,
Canterbury,"2016,Feb,09","08,00",12.0,12.0,100.0,12.0,
Canterbury,"2016,Feb,09","08,00",14.4,13.8,93.0,13.3,
Canterbury,"2016,Feb,09","08,00",19.9,18.6,87.8,17.8,
Canterbury,"2016,Feb,09","08,00",15.3,15.1,97.8,15.0,
Canterbury,"2016,Feb,09","08,00",14.6,14.6,100.0,14.6,
Canterbury,"2016,Feb,09","08,00",12.7,12.3,95.0,11.9,
Canterbury,"2016,Feb,09","08,00",15.0,14.6,96.0,14.4,
Canterbury,"2016,Feb,09","08,00",12.8,6.7,37.0,-2.7,
Canterbury,"2016,Feb,09","08,00",13.2,13.1,99.0,13.1,
Canterbury,"2016,Feb,10","08,00",17.6,16.3,87.0,15.4,
Canterbury,"2016,Feb,10","08,00",12.0,9.8,74.0,7.5,
Canterbury,"2016,Feb,10","08,00",10.3,8.8,80.8,7.2,
Canterbury,"2016,Feb,10","08,00",11.7,9.8,77.0,7.8,
Canterbury,"2016,Feb,10","08,00",11.4,3.3,14.0,-19.9,
Canterbury,"2016,Feb,10","08,00",12.1,4.3,19.0,-14.0,
Canterbury,"2016,Feb,10","08,00",9.5,8.0,80.3,6.3,
Canterbury,"2016,Feb,10","08,00",14.9,11.8,67.0,8.9,
Canterbury,"2016,Feb,10","08,00",17.7,15.8,81.1,14.4,
Canterbury,"2016,Feb,10","08,00",13.3,11.6,80.5,10.0,
Canterbury,"2016,Feb,10","08,00",10.2,10.0,97.4,9.8,
Canterbury,"2016,Feb,10","08,00",9.9,8.0,75.0,5.7,
Canterbury,"2016,Feb,10","08,00",14.1,11.5,71.0,8.9,
Canterbury,"2016,Feb,10","08,00",7.2,6.3,88.0,5.2,
Canterbury,"2016,Feb,10","08,00",13.7,11.9,80.0,10.3,
Canterbury,"2016,Feb,11","08,00",16.0,14.1,80.0,12.6,
Canterbury,"2016,Feb,11","08,00",15.7,10.4,47.0,4.5,
Canterbury,"2016,Feb,11","08,00",12.8,8.9,56.1,4.3,
Canterbury,"2016,Feb,11","08,00",14.0,9.7,54.0,4.9,
Canterbury,"2016,Feb,11","08,00",9.3,1.6,11.0,-26.8,
Canterbury,"2016,Feb,11","08,00",9.7,1.9,11.0,-26.3,
Canterbury,"2016,Feb,11","08,00",14.6,12.5,77.1,10.6,
Canterbury,"2016,Feb,11","08,00",14.9,14.3,93.0,13.8,
Canterbury,"2016,Feb,11","08,00",16.9,15.7,87.7,14.8,
Canterbury,"2016,Feb,11","08,00",15.1,14.1,89.1,13.3,
Canterbury,"2016,Feb,11","08,00",15.3,14.7,93.5,14.3,
Canterbury,"2016,Feb,11","08,00",12.4,11.0,83.0,9.6,
Canterbury,"2016,Feb,11","08,00",15.0,13.9,88.0,13.0,
Canterbury,"2016,Feb,11","08,00",10.3,2.7,15.0,-19.7,
Canterbury,"2016,Feb,11","08,00",13.7,13.0,92.0,12.4,
Canterbury,"2016,Feb,12","08,00",15.8,15.1,92.0,14.5,
Canterbury,"2016,Feb,12","08,00",16.4,11.9,55.0,7.4,
Canterbury,"2016,Feb,12","08,00",13.8,11.4,73.3,9.1,
Canterbury,"2016,Feb,12","08,00",16.1,11.0,49.0,5.4,
Canterbury,"2016,Feb,12","08,00",9.0,5.4,56.0,0.1,
Canterbury,"2016,Feb,12","08,00",10.2,6.1,52.0,0.1,
Canterbury,"2016,Feb,12","08,00",16.1,13.7,75.2,11.7,
Canterbury,"2016,Feb,12","08,00",15.2,14.3,90.0,13.6,
Canterbury,"2016,Feb,12","08,00",16.1,15.6,94.7,15.2,
Canterbury,"2016,Feb,12","08,00",15.6,14.8,91.4,14.2,
Canterbury,"2016,Feb,12","08,00",14.0,13.6,95.4,13.3,
Canterbury,"2016,Feb,12","08,00",14.1,12.9,86.0,11.8,
Canterbury,"2016,Feb,12","08,00",15.9,14.6,86.0,13.6,
Canterbury,"2016,Feb,12","08,00",10.4,5.5,44.0,-2.3,
Canterbury,"2016,Feb,12","08,00",16.1,14.8,86.0,13.8,
Canterbury,"2016,Feb,13","08,00",15.3,15.0,97.0,14.8,
Canterbury,"2016,Feb,13","08,00",13.5,12.0,83.0,10.7,
Canterbury,"2016,Feb,13","08,00",13.5,11.9,81.8,10.5,
Canterbury,"2016,Feb,13","08,00",14.6,12.9,81.0,11.4,
Canterbury,"2016,Feb,13","08,00",6.9,4.9,73.0,2.1,
Canterbury,"2016,Feb,13","08,00",5.8,5.7,99.0,5.7,
Canterbury,"2016,Feb,13","08,00",11.7,10.0,79.4,8.3,
Canterbury,"2016,Feb,13","08,00",14.9,14.3,93.0,13.8,
Canterbury,"2016,Feb,13","08,00",16.1,15.4,92.6,14.9,
Canterbury,"2016,Feb,13","08,00",15.2,14.3,90.2,13.6,
Canterbury,"2016,Feb,13","08,00",14.0,13.1,89.8,12.4,
Canterbury,"2016,Feb,13","08,00",10.8,10.7,98.0,10.5,
Canterbury,"2016,Feb,13","08,00",15.0,14.1,90.0,13.4,
Canterbury,"2016,Feb,13","08,00",5.9,5.8,99.0,5.8,
Canterbury,"2016,Feb,13","08,00",14.7,14.0,92.0,13.4,
Canterbury,"2016,Feb,14","08,00",15.0,14.9,99.0,14.8,
Canterbury,"2016,Feb,14","08,00",16.8,11.8,51.0,6.6,
Canterbury,"2016,Feb,14","08,00",13.5,10.1,62.3,6.4,
Canterbury,"2016,Feb,14","08,00",14.2,11.9,75.0,9.8,
Canterbury,"2016,Feb,14","08,00",8.3,5.5,64.0,1.5,
Canterbury,"2016,Feb,14","08,00",9.7,5.3,48.0,-1.6,
Canterbury,"2016,Feb,14","08,00",16.0,14.0,79.1,12.4,
Canterbury,"2016,Feb,14","08,00",15.8,15.4,96.0,15.2,
Canterbury,"2016,Feb,14","08,00",16.3,15.9,95.8,15.6,
Canterbury,"2016,Feb,14","08,00",14.6,14.4,97.8,14.2,
Canterbury,"2016,Feb,14","08,00",16.2,15.0,87.4,14.1,
Canterbury,"2016,Feb,14","08,00",12.0,11.4,93.0,10.9,
Canterbury,"2016,Feb,14","08,00",15.5,15.4,99.0,15.3,
Canterbury,"2016,Feb,14","08,00",10.6,6.2,49.0,-0.4,
Canterbury,"2016,Feb,14","08,00",14.0,14.0,100.0,14.0,
Canterbury,"2016,Feb,15","08,00",16.5,15.7,91.0,15.0,
Canterbury,"2016,Feb,15","08,00",17.5,11.3,42.0,4.5,
Canterbury,"2016,Feb,15","08,00",14.5,10.0,52.6,4.9,
Canterbury,"2016,Feb,15","08,00",17.4,11.0,40.0,3.7,
Canterbury,"2016,Feb,15","08,00",5.8,3.1,61.0,-1.7,
Canterbury,"2016,Feb,15","08,00",7.4,5.2,71.0,2.2,
Canterbury,"2016,Feb,15","08,00",18.8,12.5,43.6,6.2,
Canterbury,"2016,Feb,15","08,00",15.6,-,-,-,
Canterbury,"2016,Feb,15","08,00",17.7,17.4,96.9,17.2,
Canterbury,"2016,Feb,15","08,00",14.8,14.8,100.0,14.8,
Canterbury,"2016,Feb,15","08,00",18.4,15.2,69.5,12.7,
Canterbury,"2016,Feb,15","08,00",19.5,12.7,41.0,5.9,
Canterbury,"2016,Feb,15","08,00",15.2,15.2,100.0,15.2,
Canterbury,"2016,Feb,15","08,00",7.8,4.7,60.0,0.0,
Canterbury,"2016,Feb,15","08,00",13.8,13.8,100.0,13.8,
Canterbury,"2016,Feb,16","08,00",17.9,16.2,83.0,15.0,
Canterbury,"2016,Feb,16","08,00",18.5,13.2,51.0,8.2,
Canterbury,"2016,Feb,16","08,00",16.2,11.7,55.1,7.2,
Canterbury,"2016,Feb,16","08,00",19.9,12.8,39.0,5.6,
Canterbury,"2016,Feb,16","08,00",8.4,4.3,48.0,-2.8,
Canterbury,"2016,Feb,16","08,00",9.4,6.1,60.0,1.5,
Canterbury,"2016,Feb,16","08,00",17.6,14.6,70.7,12.2,
Canterbury,"2016,Feb,16","08,00",15.8,-,-,-,
Canterbury,"2016,Feb,16","08,00",18.1,16.7,86.1,15.7,
Canterbury,"2016,Feb,16","08,00",17.5,16.6,90.9,16.0,
Canterbury,"2016,Feb,16","08,00",18.5,16.2,77.8,14.6,
Canterbury,"2016,Feb,16","08,00",17.0,13.6,66.0,10.6,
Canterbury,"2016,Feb,16","08,00",16.6,15.4,87.0,14.4,
Canterbury,"2016,Feb,16","08,00",7.9,6.2,78.0,4.1,
Canterbury,"2016,Feb,16","08,00",13.6,13.4,98.0,13.3,
Canterbury,"2016,Feb,17","08,00",17.8,17.5,97.0,17.3,
Canterbury,"2016,Feb,17","08,00",16.0,15.3,92.0,14.7,
Canterbury,"2016,Feb,17","08,00",14.7,14.2,94.4,13.8,
Canterbury,"2016,Feb,17","08,00",13.9,13.6,97.0,13.4,
Canterbury,"2016,Feb,17","08,00",7.3,7.2,99.0,7.1,
Canterbury,"2016,Feb,17","08,00",10.6,9.3,84.0,7.9,
Canterbury,"2016,Feb,17","08,00",18.7,14.7,62.7,11.5,
Canterbury,"2016,Feb,17","08,00",17.5,16.8,93.0,16.4,
Canterbury,"2016,Feb,17","08,00",18.6,18.5,99.0,18.4,
Canterbury,"2016,Feb,17","08,00",18.8,18.0,92.2,17.5,
Canterbury,"2016,Feb,17","08,00",18.1,16.5,84.2,15.4,
Canterbury,"2016,Feb,17","08,00",16.8,13.8,70.0,11.3,
Canterbury,"2016,Feb,17","08,00",17.3,16.9,96.0,16.7,
Canterbury,"2016,Feb,17","08,00",9.4,8.9,93.0,8.3,
Canterbury,"2016,Feb,17","08,00",16.5,15.1,85.0,14.0,
Canterbury,"2016,Feb,18","08,00",16.2,14.9,86.0,13.9,
Canterbury,"2016,Feb,18","08,00",14.6,9.8,50.0,4.3,
Canterbury,"2016,Feb,18","08,00",13.6,8.9,49.1,3.1,
Canterbury,"2016,Feb,18","08,00",10.3,9.4,88.0,8.4,
Canterbury,"2016,Feb,18","08,00",2.8,1.1,72.0,-2.1,
Canterbury,"2016,Feb,18","08,00",3.9,2.7,81.0,0.7,
Canterbury,"2016,Feb,18","08,00",15.4,12.1,65.6,9.0,
Canterbury,"2016,Feb,18","08,00",18.5,16.7,82.0,15.4,
Canterbury,"2016,Feb,18","08,00",15.9,15.4,94.6,15.0,
Canterbury,"2016,Feb,18","08,00",20.2,13.8,45.0,7.9,
Canterbury,"2016,Feb,18","08,00",19.2,12.5,41.1,5.7,
Canterbury,"2016,Feb,18","08,00",16.1,11.3,52.0,6.3,
Canterbury,"2016,Feb,18","08,00",17.2,16.6,94.0,16.2,
Canterbury,"2016,Feb,18","08,00",4.3,2.5,72.0,-0.6,
Canterbury,"2016,Feb,18","08,00",16.7,15.6,88.0,14.7,
Canterbury,"2016,Feb,19","08,00",12.6,12.3,96.0,12.0,
Canterbury,"2016,Feb,19","08,00",12.5,8.8,58.0,4.5,
Canterbury,"2016,Feb,19","08,00",11.9,9.0,65.8,5.7,
Canterbury,"2016,Feb,19","08,00",8.6,7.5,85.0,6.2,
Canterbury,"2016,Feb,19","08,00",0.4,0.0,93.0,-0.6,
Canterbury,"2016,Feb,19","08,00",1.7,1.1,89.0,0.0,
Canterbury,"2016,Feb,19","08,00",11.4,8.9,69.8,6.1,
Canterbury,"2016,Feb,19","08,00",14.0,11.8,76.0,9.8,
Canterbury,"2016,Feb,19","08,00",13.5,13.2,96.5,13.0,
Canterbury,"2016,Feb,19","08,00",15.0,12.3,71.2,9.8,
Canterbury,"2016,Feb,19","08,00",14.6,10.5,56.7,6.1,
Canterbury,"2016,Feb,19","08,00",13.1,9.1,55.0,4.3,
Canterbury,"2016,Feb,19","08,00",16.3,12.5,62.0,9.0,
Canterbury,"2016,Feb,19","08,00",2.6,1.8,86.0,0.4,
Canterbury,"2016,Feb,19","08,00",13.4,11.5,78.0,9.7,
Canterbury,"2016,Feb,20","08,00",14.3,14.1,98.0,14.0,
Canterbury,"2016,Feb,20","08,00",16.0,11.8,58.0,7.8,
Canterbury,"2016,Feb,20","08,00",15.3,-,-,-,
Canterbury,"2016,Feb,20","08,00",15.3,9.9,45.0,3.5,
Canterbury,"2016,Feb,20","08,00",4.9,3.2,75.0,0.6,
