agent_number,statistic,season,year,prop_missing,temperature,period_start,period_end,lat,lon,site,anomaly,reference_period
1400,Maximum,Spring,2017,0,18.4,2017-09-01,2017-11-30,-36.606,174.835,Whangaparaoa,NA,1961-1990
1400,Maximum,Summer,2017,0,23.400000000000000,2016-12-01,2017-02-28,-36.606,174.835,Whangaparaoa,NA,1961-1990
1400,Maximum,Winter,2017,0,15.433333333333300,2017-06-01,2017-08-31,-36.606,174.835,Whangaparaoa,NA,1961-1990
1400,Minimum,Autumn,2017,0,14.733333333333300,2017-03-01,2017-05-31,-36.606,174.835,Whangaparaoa,NA,1961-1990
1400,Minimum,Spring,2017,0,11.833333333333300,2017-09-01,2017-11-30,-36.606,174.835,Whangaparaoa,NA,1961-1990
1400,Minimum,Summer,2017,0,15,2016-12-01,2017-02-28,-36.606,174.835,Whangaparaoa,NA,1961-1990
1400,Minimum,Winter,2017,0,10.133333333333300,2017-06-01,2017-08-31,-36.606,174.835,Whangaparaoa,NA,1961-1990
15752,Average,Autumn,2017,0,11.7,2017-03-01,2017-05-31,-45.90129,170.5147,Dunedin,-0.232222222222223,1961-1990
15752,Average,Spring,2017,0,11.933333333333300,2017-09-01,2017-11-30,-45.90129,170.5147,Dunedin,0.7266666666666670,1961-1990
15752,Average,Summer,2017,0,14.4,2016-12-01,2017-02-28,-45.90129,170.5147,Dunedin,-0.6844444444444450,1961-1990
15752,Average,Winter,2017,0,7.533333333333330,2017-06-01,2017-08-31,-45.90129,170.5147,Dunedin,0.24888888888888900,1961-1990
15752,Maximum,Autumn,2017,0,15.2,2017-03-01,2017-05-31,-45.90129,170.5147,Dunedin,-0.36444444444444500,1961-1990
15752,Maximum,Spring,2017,0,15.466666666666700,2017-09-01,2017-11-30,-45.90129,170.5147,Dunedin,0.3333333333333340,1961-1990
15752,Maximum,Summer,2017,0,18.366666666666700,2016-12-01,2017-02-28,-45.90129,170.5147,Dunedin,-0.5144444444444430,1961-1990
15752,Maximum,Winter,2017,0,11.033333333333300,2017-06-01,2017-08-31,-45.90129,170.5147,Dunedin,0.1977777777777790,1961-1990
15752,Minimum,Autumn,2017,0,8.166666666666670,2017-03-01,2017-05-31,-45.90129,170.5147,Dunedin,-0.13333333333333500,1961-1990
15752,Minimum,Spring,2017,0,8.366666666666670,2017-09-01,2017-11-30,-45.90129,170.5147,Dunedin,1.0788888888888900,1961-1990
15752,Minimum,Summer,2017,0,10.4,2016-12-01,2017-02-28,-45.90129,170.5147,Dunedin,-0.8788888888888880,1961-1990
15752,Minimum,Winter,2017,0,4.033333333333330,2017-06-01,2017-08-31,-45.90129,170.5147,Dunedin,0.28777777777777700,1961-1990
1615,Average,Autumn,2017,0,16.466666666666700,2017-03-01,2017-05-31,-37.673,176.196,Tauranga,0.8827586206896530,1961-1990
1615,Average,Spring,2017,0,14.8,2017-09-01,2017-11-30,-37.673,176.196,Tauranga,0.6816091954022990,1961-1990
1615,Average,Summer,2017,0,19.3,2016-12-01,2017-02-28,-37.673,176.196,Tauranga,0.48666666666666800,1961-1990
1615,Average,Winter,2017,0,11.366666666666700,2017-06-01,2017-08-31,-37.673,176.196,Tauranga,0.8300000000000000,1961-1990
1615,Maximum,Autumn,2017,0,20.633333333333300,2017-03-01,2017-05-31,-37.673,176.196,Tauranga,0.7172413793103450,1961-1990
1615,Maximum,Spring,2017,0,18.4,2017-09-01,2017-11-30,-37.673,176.196,Tauranga,0.1551724137931030,1961-1990
1615,Maximum,Summer,2017,0,23.866666666666700,2016-12-01,2017-02-28,-37.673,176.196,Tauranga,0.7333333333333340,1961-1990
1615,Maximum,Winter,2017,0,15.5,2017-06-01,2017-08-31,-37.673,176.196,Tauranga,0.7188888888888890,1961-1990
1615,Minimum,Autumn,2017,0,12.3,2017-03-01,2017-05-31,-37.673,176.196,Tauranga,1.0811111111111100,1961-1990
1615,Minimum,Spring,2017,0,11.233333333333300,2017-09-01,2017-11-30,-37.673,176.196,Tauranga,1.2777777777777800,1961-1990
1615,Minimum,Summer,2017,0,14.700000000000000,2016-12-01,2017-02-28,-37.673,176.196,Tauranga,0.214444444444446,1961-1990
1615,Minimum,Winter,2017,0,7.233333333333330,2017-06-01,2017-08-31,-37.673,176.196,Tauranga,0.9355555555555550,1961-1990
1770,Average,Autumn,2017,0,14,2017-03-01,2017-05-31,-38.10595,176.31485,Rotorua,NA,1961-1990
1770,Average,Spring,2017,0,12.566666666666700,2017-09-01,2017-11-30,-38.10595,176.31485,Rotorua,NA,1961-1990
1770,Average,Summer,2017,0,17.066666666666700,2016-12-01,2017-02-28,-38.10595,176.31485,Rotorua,NA,1961-1990
1770,Average,Winter,2017,0,8.7,2017-06-01,2017-08-31,-38.10595,176.31485,Rotorua,NA,1961-1990
1770,Maximum,Autumn,2017,0,18.46666666666670,2017-03-01,2017-05-31,-38.10595,176.31485,Rotorua,NA,1961-1990
1770,Maximum,Spring,2017,0,16.53333333333330,2017-09-01,2017-11-30,-38.10595,176.31485,Rotorua,NA,1961-1990
1770,Maximum,Summer,2017,0,22.133333333333300,2016-12-01,2017-02-28,-38.10595,176.31485,Rotorua,NA,1961-1990
1770,Maximum,Winter,2017,0,12.866666666666700,2017-06-01,2017-08-31,-38.10595,176.31485,Rotorua,NA,1961-1990
1770,Minimum,Autumn,2017,0,9.533333333333330,2017-03-01,2017-05-31,-38.10595,176.31485,Rotorua,NA,1961-1990
1770,Minimum,Spring,2017,0,8.533333333333330,2017-09-01,2017-11-30,-38.10595,176.31485,Rotorua,NA,1961-1990
1770,Minimum,Summer,2017,0,11.966666666666700,2016-12-01,2017-02-28,-38.10595,176.31485,Rotorua,NA,1961-1990
1770,Minimum,Winter,2017,0,4.566666666666670,2017-06-01,2017-08-31,-38.10595,176.31485,Rotorua,NA,1961-1990
1858,Average,Autumn,2017,0,13.133333333333300,2017-03-01,2017-05-31,-38.74263,176.08104,Taupo,NA,1961-1990
1858,Average,Spring,2017,0,11.733333333333300,2017-09-01,2017-11-30,-38.74263,176.08104,Taupo,NA,1961-1990
1858,Average,Summer,2017,0,16.7,2016-12-01,2017-02-28,-38.74263,176.08104,Taupo,NA,1961-1990
1858,Average,Winter,2017,0,7.566666666666670,2017-06-01,2017-08-31,-38.74263,176.08104,Taupo,NA,1961-1990
1858,Maximum,Autumn,2017,0,17.7,2017-03-01,2017-05-31,-38.74263,176.08104,Taupo,NA,1961-1990
1858,Maximum,Spring,2017,0,16.166666666666700,2017-09-01,2017-11-30,-38.74263,176.08104,Taupo,NA,1961-1990
1858,Maximum,Summer,2017,0,21.96666666666670,2016-12-01,2017-02-28,-38.74263,176.08104,Taupo,NA,1961-1990
1858,Maximum,Winter,2017,0,11.9,2017-06-01,2017-08-31,-38.74263,176.08104,Taupo,NA,1961-1990
1858,Minimum,Autumn,2017,0,8.633333333333330,2017-03-01,2017-05-31,-38.74263,176.08104,Taupo,NA,1961-1990
1858,Minimum,Spring,2017,0,7.3,2017-09-01,2017-11-30,-38.74263,176.08104,Taupo,NA,1961-1990
1858,Minimum,Summer,2017,0,11.366666666666700,2016-12-01,2017-02-28,-38.74263,176.08104,Taupo,NA,1961-1990
1858,Minimum,Winter,2017,0,3.2,2017-06-01,2017-08-31,-38.74263,176.08104,Taupo,NA,1961-1990
1962,Average,Autumn,2017,0,17.066666666666700,2017-03-01,2017-05-31,-37.00813,174.78873,Auckland,0.911999999999999,1961-1990
1962,Average,Spring,2017,0,15.366666666666700,2017-09-01,2017-11-30,-37.00813,174.78873,Auckland,0.9573333333333350,1961-1990
1962,Average,Summer,2017,0,19.266666666666700,2016-12-01,2017-02-28,-37.00813,174.78873,Auckland,0.19166666666666600,1961-1990
1962,Average,Winter,2017,0,12,2017-06-01,2017-08-31,-37.00813,174.78873,Auckland,0.9213333333333330,1961-1990
1962,Maximum,Autumn,2017,0,20.53333333333330,2017-03-01,2017-05-31,-37.00813,174.78873,Auckland,0.7413333333333300,1961-1990
1962,Maximum,Spring,2017,0,18.633333333333300,2017-09-01,2017-11-30,-37.00813,174.78873,Auckland,0.9306666666666670,1961-1990
1962,Maximum,Summer,2017,0,23.1,2016-12-01,2017-02-28,-37.00813,174.78873,Auckland,0.345833333333335,1961-1990
1962,Maximum,Winter,2017,0,15.566666666666700,2017-06-01,2017-08-31,-37.00813,174.78873,Auckland,1.0306666666666700,1961-1990
1962,Minimum,Autumn,2017,0,13.633333333333300,2017-03-01,2017-05-31,-37.00813,174.78873,Auckland,1.1040000000000000,1961-1990
1962,Minimum,Spring,2017,0,12.133333333333300,2017-09-01,2017-11-30,-37.00813,174.78873,Auckland,1.0240000000000000,1961-1990
1962,Minimum,Summer,2017,0,15.400000000000000,2016-12-01,2017-02-28,-37.00813,174.78873,Auckland,0.0041666666666646500,1961-1990
1962,Minimum,Winter,2017,0,8.5,2017-06-01,2017-08-31,-37.00813,174.78873,Auckland,0.8813333333333330,1961-1990
2112,Average,Autumn,2017,0,14.933333333333300,2017-03-01,2017-05-31,-37.86088,175.33175,Hamilton,NA,1961-1990
2112,Average,Spring,2017,0,13.966666666666700,2017-09-01,2017-11-30,-37.86088,175.33175,Hamilton,NA,1961-1990
2112,Average,Summer,2017,0,17.433333333333300,2016-12-01,2017-02-28,-37.86088,175.33175,Hamilton,NA,1961-1990
2112,Average,Winter,2017,0,9.733333333333330,2017-06-01,2017-08-31,-37.86088,175.33175,Hamilton,NA,1961-1990
2112,Maximum,Autumn,2017,0,20.1,2017-03-01,2017-05-31,-37.86088,175.33175,Hamilton,NA,1961-1990
2112,Maximum,Spring,2017,0,18.53333333333330,2017-09-01,2017-11-30,-37.86088,175.33175,Hamilton,NA,1961-1990
2112,Maximum,Summer,2017,0,23.133333333333300,2016-12-01,2017-02-28,-37.86088,175.33175,Hamilton,NA,1961-1990
2112,Maximum,Winter,2017,0,14.933333333333300,2017-06-01,2017-08-31,-37.86088,175.33175,Hamilton,NA,1961-1990
2112,Minimum,Autumn,2017,0,9.8,2017-03-01,2017-05-31,-37.86088,175.33175,Hamilton,NA,1961-1990
2112,Minimum,Spring,2017,0,9.433333333333330,2017-09-01,2017-11-30,-37.86088,175.33175,Hamilton,NA,1961-1990
2112,Minimum,Summer,2017,0,11.666666666666700,2016-12-01,2017-02-28,-37.86088,175.33175,Hamilton,NA,1961-1990
2112,Minimum,Winter,2017,0,4.566666666666670,2017-06-01,2017-08-31,-37.86088,175.33175,Hamilton,NA,1961-1990
2250,Average,Autumn,2017,0,13.933333333333300,2017-03-01,2017-05-31,-38.88784,175.25981,Taumarunui,0.47777777777777800,1961-1990
2250,Average,Spring,2017,0,12.733333333333300,2017-09-01,2017-11-30,-38.88784,175.25981,Taumarunui,-0.07222222222222110,1961-1990
2250,Average,Summer,2017,0,16.9,2016-12-01,2017-02-28,-38.88784,175.25981,Taumarunui,-1.0177777777777800,1961-1990
2250,Average,Winter,2017,0,8.633333333333330,2017-06-01,2017-08-31,-38.88784,175.25981,Taumarunui,0.6266666666666670,1961-1990
2250,Maximum,Autumn,2017,0,19.166666666666700,2017-03-01,2017-05-31,-38.88784,175.25981,Taumarunui,-0.28111111111110900,1961-1990
2250,Maximum,Spring,2017,0,17.7,2017-09-01,2017-11-30,-38.88784,175.25981,Taumarunui,-0.5877777777777770,1961-1990
2250,Maximum,Summer,2017,0,22.533333333333300,2016-12-01,2017-02-28,-38.88784,175.25981,Taumarunui,-1.708888888888890,1961-1990
2250,Maximum,Winter,2017,0,13.566666666666700,2017-06-01,2017-08-31,-38.88784,175.25981,Taumarunui,0.4044444444444440,1961-1990
2250,Minimum,Autumn,2017,0,8.700000000000000,2017-03-01,2017-05-31,-38.88784,175.25981,Taumarunui,1.246666666666670,1961-1990
2250,Minimum,Spring,2017,0,7.7,2017-09-01,2017-11-30,-38.88784,175.25981,Taumarunui,0.3777777777777780,1961-1990
2250,Minimum,Summer,2017,0,11.233333333333300,2016-12-01,2017-02-28,-38.88784,175.25981,Taumarunui,-0.36666666666666700,1961-1990
2250,Minimum,Winter,2017,0,3.7000000000000000,2017-06-01,2017-08-31,-38.88784,175.25981,Taumarunui,0.8400000000000000,1961-1990
2283,Average,Autumn,2017,0,15.1,2017-03-01,2017-05-31,-39.0079,174.18382,New Plymouth,0.6833333333333340,1961-1990
2283,Average,Spring,2017,0,13.733333333333300,2017-09-01,2017-11-30,-39.0079,174.18382,New Plymouth,1.0122222222222200,1961-1990
2283,Average,Summer,2017,0,16.233333333333300,2016-12-01,2017-02-28,-39.0079,174.18382,New Plymouth,-0.7577777777777750,1961-1990
2283,Average,Winter,2017,0,10.466666666666700,2017-06-01,2017-08-31,-39.0079,174.18382,New Plymouth,0.5811111111111110,1961-1990
2283,Maximum,Autumn,2017,0,18.933333333333300,2017-03-01,2017-05-31,-39.0079,174.18382,New Plymouth,0.5755555555555570,1961-1990
2283,Maximum,Spring,2017,0,17.300000000000000,2017-09-01,2017-11-30,-39.0079,174.18382,New Plymouth,1.0988888888888900,1961-1990
2283,Maximum,Summer,2017,0,19.866666666666700,2016-12-01,2017-02-28,-39.0079,174.18382,New Plymouth,-1.2444444444444400,1961-1990
2283,Maximum,Winter,2017,0,14.133333333333300,2017-06-01,2017-08-31,-39.0079,174.18382,New Plymouth,0.7377777777777780,1961-1990
2283,Minimum,Autumn,2017,0,11.233333333333300,2017-03-01,2017-05-31,-39.0079,174.18382,New Plymouth,0.7499999999999980,1961-1990
2283,Minimum,Spring,2017,0,10.2,2017-09-01,2017-11-30,-39.0079,174.18382,New Plymouth,0.9711111111111100,1961-1990
2283,Minimum,Summer,2017,0,12.633333333333300,2016-12-01,2017-02-28,-39.0079,174.18382,New Plymouth,-0.24666666666666600,1961-1990
2283,Minimum,Winter,2017,0,6.7,2017-06-01,2017-08-31,-39.0079,174.18382,New Plymouth,0.3522222222222220,1961-1990
2534,Average,Autumn,2017,0,13.533333333333300,2017-03-01,2017-05-31,-40.21,176.109,Dannevirke,0.9911111111111120,1961-1990
2534,Average,Spring,2017,0,13.033333333333300,2017-09-01,2017-11-30,-40.21,176.109,Dannevirke,1.4850574712643700,1961-1990
2534,Average,Summer,2017,0,16.833333333333300,2016-12-01,2017-02-28,-40.21,176.109,Dannevirke,0.619540229885061,1961-1990
2534,Average,Winter,2017,0,8.3,2017-06-01,2017-08-31,-40.21,176.109,Dannevirke,0.7448275862068970,1961-1990
2534,Maximum,Autumn,2017,0,17.833333333333300,2017-03-01,2017-05-31,-40.21,176.109,Dannevirke,0.7922222222222220,1961-1990
2534,Maximum,Spring,2017,0,17.066666666666700,2017-09-01,2017-11-30,-40.21,176.109,Dannevirke,1.2735632183908100,1961-1990
2534,Maximum,Summer,2017,0,21.53333333333330,2016-12-01,2017-02-28,-40.21,176.109,Dannevirke,0.33333333333333200,1961-1990
2534,Maximum,Winter,2017,0,12.633333333333300,2017-06-01,2017-08-31,-40.21,176.109,Dannevirke,1.3862068965517200,1961-1990
2534,Minimum,Autumn,2017,0,9.166666666666670,2017-03-01,2017-05-31,-40.21,176.109,Dannevirke,1.0922222222222200,1961-1990
2534,Minimum,Spring,2017,0,9,2017-09-01,2017-11-30,-40.21,176.109,Dannevirke,1.663333333333330,1961-1990
2534,Minimum,Summer,2017,0,12.166666666666700,2016-12-01,2017-02-28,-40.21,176.109,Dannevirke,0.9277777777777770,1961-1990
2534,Minimum,Winter,2017,0,4,2017-06-01,2017-08-31,-40.21,176.109,Dannevirke,0.08777777777777770,1961-1990
25354,Average,Autumn,2017,0,13.766666666666700,2017-03-01,2017-05-31,-41.285,174.768,Wellington,0.11666666666666500,1961-1990
25354,Average,Spring,2017,0,13.066666666666700,2017-09-01,2017-11-30,-41.285,174.768,Wellington,0.9777777777777780,1961-1990
25354,Average,Summer,2017,0,16.03333333333330,2016-12-01,2017-02-28,-41.285,174.768,Wellington,-0.428888888888892,1961-1990
25354,Average,Winter,2017,0,9.766666666666670,2017-06-01,2017-08-31,-41.285,174.768,Wellington,0.7022222222222220,1961-1990
25354,Maximum,Autumn,2017,0,16.433333333333300,2017-03-01,2017-05-31,-41.285,174.768,Wellington,-0.15333333333333200,1961-1990
25354,Maximum,Spring,2017,0,16.133333333333300,2017-09-01,2017-11-30,-41.285,174.768,Wellington,0.9933333333333320,1961-1990
25354,Maximum,Summer,2017,0,19.266666666666700,2016-12-01,2017-02-28,-41.285,174.768,Wellington,-0.6188888888888900,1961-1990
25354,Maximum,Winter,2017,0,12.200000000000000,2017-06-01,2017-08-31,-41.285,174.768,Wellington,0.5677777777777800,1961-1990
25354,Minimum,Autumn,2017,0,11.133333333333300,2017-03-01,2017-05-31,-41.285,174.768,Wellington,0.4588888888888880,1961-1990
25354,Minimum,Spring,2017,0,10.033333333333300,2017-09-01,2017-11-30,-41.285,174.768,Wellington,1.028888888888890,1961-1990
25354,Minimum,Summer,2017,0,12.8,2016-12-01,2017-02-28,-41.285,174.768,Wellington,-0.198888888888888,1961-1990
25354,Minimum,Winter,2017,0,7.366666666666670,2017-06-01,2017-08-31,-41.285,174.768,Wellington,0.9044444444444440,1961-1990
2810,Average,Autumn,2017,0,15.733333333333300,2017-03-01,2017-05-31,-38.6586,177.9851,Gisborne,1.17,1961-1990
2810,Average,Spring,2017,0,14.233333333333300,2017-09-01,2017-11-30,-38.6586,177.9851,Gisborne,0.6544444444444460,1961-1990
2810,Average,Summer,2017,0,19.1,2016-12-01,2017-02-28,-38.6586,177.9851,Gisborne,0.7977777777777780,1961-1990
2810,Average,Winter,2017,0,10.733333333333300,2017-06-01,2017-08-31,-38.6586,177.9851,Gisborne,1.1533333333333300,1961-1990
2810,Maximum,Autumn,2017,0,20.366666666666700,2017-03-01,2017-05-31,-38.6586,177.9851,Gisborne,0.5711111111111120,1961-1990
2810,Maximum,Spring,2017,0,18.933333333333300,2017-09-01,2017-11-30,-38.6586,177.9851,Gisborne,0.051111111111112000,1961-1990
2810,Maximum,Summer,2017,0,24.666666666666700,2016-12-01,2017-02-28,-38.6586,177.9851,Gisborne,0.7488888888888890,1961-1990
2810,Maximum,Winter,2017,0,15.466666666666700,2017-06-01,2017-08-31,-38.6586,177.9851,Gisborne,1.2000000000000000,1961-1990
2810,Minimum,Autumn,2017,0,11.1,2017-03-01,2017-05-31,-38.6586,177.9851,Gisborne,1.7622222222222200,1961-1990
2810,Minimum,Spring,2017,0,9.533333333333330,2017-09-01,2017-11-30,-38.6586,177.9851,Gisborne,1.2622222222222200,1961-1990
2810,Minimum,Summer,2017,0,13.433333333333300,2016-12-01,2017-02-28,-38.6586,177.9851,Gisborne,0.7200000000000010,1961-1990
2810,Minimum,Winter,2017,0,5.933333333333330,2017-06-01,2017-08-31,-38.6586,177.9851,Gisborne,1.0777777777777800,1961-1990
2997,Average,Autumn,2017,0,15.366666666666700,2017-03-01,2017-05-31,-39.49846,176.91189,Napier,0.49555555555555700,1961-1990
2997,Average,Spring,2017,0,14.833333333333300,2017-09-01,2017-11-30,-39.49846,176.91189,Napier,0.7866666666666670,1961-1990
2997,Average,Summer,2017,0,19.53333333333330,2016-12-01,2017-02-28,-39.49846,176.91189,Napier,0.6788888888888880,1961-1990
2997,Average,Winter,2017,0,10.166666666666700,2017-06-01,2017-08-31,-39.49846,176.91189,Napier,0.7022222222222220,1961-1990
2997,Maximum,Autumn,2017,0,20.133333333333300,2017-03-01,2017-05-31,-39.49846,176.91189,Napier,0.293333333333333,1961-1990
2997,Maximum,Spring,2017,0,19.5,2017-09-01,2017-11-30,-39.49846,176.91189,Napier,0.5233333333333330,1961-1990
2997,Maximum,Summer,2017,0,24.733333333333300,2016-12-01,2017-02-28,-39.49846,176.91189,Napier,1.0266666666666700,1961-1990
2997,Maximum,Winter,2017,0,15.266666666666700,2017-06-01,2017-08-31,-39.49846,176.91189,Napier,1.0677777777777800,1961-1990
2997,Minimum,Autumn,2017,0,10.633333333333300,2017-03-01,2017-05-31,-39.49846,176.91189,Napier,0.72999999999999900,1961-1990
2997,Minimum,Spring,2017,0,10.166666666666700,2017-09-01,2017-11-30,-39.49846,176.91189,Napier,1.0422222222222200,1961-1990
2997,Minimum,Summer,2017,0,14.366666666666700,2016-12-01,2017-02-28,-39.49846,176.91189,Napier,0.36555555555555600,1961-1990
2997,Minimum,Winter,2017,0,5.066666666666670,2017-06-01,2017-08-31,-39.49846,176.91189,Napier,0.3433333333333330,1961-1990
3629,Average,Autumn,2017,0,10.866666666666700,2017-03-01,2017-05-31,-39.46249,175.66283,Waiouru,NA,1961-1990
3629,Average,Spring,2017,0,9.2,2017-09-01,2017-11-30,-39.46249,175.66283,Waiouru,NA,1961-1990
3629,Average,Summer,2017,0,13.7,2016-12-01,2017-02-28,-39.46249,175.66283,Waiouru,NA,1961-1990
3629,Average,Winter,2017,0,5.466666666666670,2017-06-01,2017-08-31,-39.46249,175.66283,Waiouru,NA,1961-1990
3629,Maximum,Autumn,2017,0,15.4,2017-03-01,2017-05-31,-39.46249,175.66283,Waiouru,NA,1961-1990
3629,Maximum,Spring,2017,0,13.8,2017-09-01,2017-11-30,-39.46249,175.66283,Waiouru,NA,1961-1990
3629,Maximum,Summer,2017,0,19.3,2016-12-01,2017-02-28,-39.46249,175.66283,Waiouru,NA,1961-1990
3629,Maximum,Winter,2017,0,9.433333333333330,2017-06-01,2017-08-31,-39.46249,175.66283,Waiouru,NA,1961-1990
3629,Minimum,Autumn,2017,0,6.333333333333330,2017-03-01,2017-05-31,-39.46249,175.66283,Waiouru,NA,1961-1990
3629,Minimum,Spring,2017,0,4.533333333333330,2017-09-01,2017-11-30,-39.46249,175.66283,Waiouru,NA,1961-1990
3629,Minimum,Summer,2017,0,8.1,2016-12-01,2017-02-28,-39.46249,175.66283,Waiouru,NA,1961-1990
3629,Minimum,Winter,2017,0,1.5,2017-06-01,2017-08-31,-39.46249,175.66283,Waiouru,NA,1961-1990
3715,Average,Autumn,2017,0,15.5,2017-03-01,2017-05-31,-39.93704,175.04509,Whanganui,NA,1961-1990
3715,Average,Spring,2017,0,14.4,2017-09-01,2017-11-30,-39.93704,175.04509,Whanganui,NA,1961-1990
3715,Average,Summer,2017,0,17.633333333333300,2016-12-01,2017-02-28,-39.93704,175.04509,Whanganui,NA,1961-1990
3715,Average,Winter,2017,0,10.6,2017-06-01,2017-08-31,-39.93704,175.04509,Whanganui,NA,1961-1990
3715,Maximum,Autumn,2017,0,19.4,2017-03-01,2017-05-31,-39.93704,175.04509,Whanganui,NA,1961-1990
3715,Maximum,Spring,2017,0,18.066666666666700,2017-09-01,2017-11-30,-39.93704,175.04509,Whanganui,NA,1961-1990
3715,Maximum,Summer,2017,0,21.7,2016-12-01,2017-02-28,-39.93704,175.04509,Whanganui,NA,1961-1990
3715,Maximum,Winter,2017,0,14.7,2017-06-01,2017-08-31,-39.93704,175.04509,Whanganui,NA,1961-1990
3715,Minimum,Autumn,2017,0,11.533333333333300,2017-03-01,2017-05-31,-39.93704,175.04509,Whanganui,NA,1961-1990
3715,Minimum,Spring,2017,0,10.7,2017-09-01,2017-11-30,-39.93704,175.04509,Whanganui,NA,1961-1990
3715,Minimum,Summer,2017,0,13.6,2016-12-01,2017-02-28,-39.93704,175.04509,Whanganui,NA,1961-1990
3715,Minimum,Winter,2017,0,6.5,2017-06-01,2017-08-31,-39.93704,175.04509,Whanganui,NA,1961-1990
37662,Average,Autumn,2017,0,14,2017-03-01,2017-05-31,-40.957,175.707,Masterton,NA,1961-1990
37662,Average,Spring,2017,0,13.733333333333300,2017-09-01,2017-11-30,-40.957,175.707,Masterton,NA,1961-1990
37662,Average,Summer,2017,0,17.7,2016-12-01,2017-02-28,-40.957,175.707,Masterton,NA,1961-1990
37662,Average,Winter,2017,0,9,2017-06-01,2017-08-31,-40.957,175.707,Masterton,NA,1961-1990
37662,Maximum,Autumn,2017,0,19.3,2017-03-01,2017-05-31,-40.957,175.707,Masterton,NA,1961-1990
37662,Maximum,Spring,2017,0,19.033333333333300,2017-09-01,2017-11-30,-40.957,175.707,Masterton,NA,1961-1990
37662,Maximum,Summer,2017,0,23.9,2016-12-01,2017-02-28,-40.957,175.707,Masterton,NA,1961-1990
37662,Maximum,Winter,2017,0,13.9,2017-06-01,2017-08-31,-40.957,175.707,Masterton,NA,1961-1990
37662,Minimum,Autumn,2017,0,8.733333333333330,2017-03-01,2017-05-31,-40.957,175.707,Masterton,NA,1961-1990
37662,Minimum,Spring,2017,0,8.433333333333330,2017-09-01,2017-11-30,-40.957,175.707,Masterton,NA,1961-1990
37662,Minimum,Summer,2017,0,11.466666666666700,2016-12-01,2017-02-28,-40.957,175.707,Masterton,NA,1961-1990
37662,Minimum,Winter,2017,0,4.066666666666670,2017-06-01,2017-08-31,-40.957,175.707,Masterton,NA,1961-1990
3909,Average,Autumn,2017,0,13.233333333333300,2017-03-01,2017-05-31,-42.71228,170.98428,Hokitika,0.7790123456790110,1961-1990
3909,Average,Spring,2017,0,12.166666666666700,2017-09-01,2017-11-30,-42.71228,170.98428,Hokitika,0.974074074074073,1961-1990
3909,Average,Summer,2017,0,14.466666666666700,2016-12-01,2017-02-28,-42.71228,170.98428,Hokitika,-0.77564102564102600,1961-1990
3909,Average,Winter,2017,0,8.833333333333330,2017-06-01,2017-08-31,-42.71228,170.98428,Hokitika,0.9925925925925910,1961-1990
3909,Maximum,Autumn,2017,0,17.266666666666700,2017-03-01,2017-05-31,-42.71228,170.98428,Hokitika,0.7123456790123440,1961-1990
3909,Maximum,Spring,2017,0,16.033333333333300,2017-09-01,2017-11-30,-42.71228,170.98428,Hokitika,0.8802469135802490,1961-1990
3909,Maximum,Summer,2017,0,18.100000000000000,2016-12-01,2017-02-28,-42.71228,170.98428,Hokitika,-1.06666666666667,1961-1990
3909,Maximum,Winter,2017,0,13.133333333333300,2017-06-01,2017-08-31,-42.71228,170.98428,Hokitika,0.8518518518518510,1961-1990
3909,Minimum,Autumn,2017,0,9.2,2017-03-01,2017-05-31,-42.71228,170.98428,Hokitika,0.8469135802469130,1961-1990
3909,Minimum,Spring,2017,0,8.3,2017-09-01,2017-11-30,-42.71228,170.98428,Hokitika,1.056790123456790,1961-1990
3909,Minimum,Summer,2017,0,10.800000000000000,2016-12-01,2017-02-28,-42.71228,170.98428,Hokitika,-0.5294871794871800,1961-1990
3909,Minimum,Winter,2017,0,4.566666666666670,2017-06-01,2017-08-31,-42.71228,170.98428,Hokitika,1.1604938271604900,1961-1990
3925,Average,Autumn,2017,0,12.666666666666700,2017-03-01,2017-05-31,-42.11578,171.86014,Reefton,NA,1961-1990
3925,Average,Spring,2017,0,12.833333333333300,2017-09-01,2017-11-30,-42.11578,171.86014,Reefton,NA,1961-1990
3925,Average,Summer,2017,0,15.700000000000000,2016-12-01,2017-02-28,-42.11578,171.86014,Reefton,NA,1961-1990
3925,Average,Winter,2017,0,7.066666666666670,2017-06-01,2017-08-31,-42.11578,171.86014,Reefton,NA,1961-1990
3925,Maximum,Autumn,2017,0,17.633333333333300,2017-03-01,2017-05-31,-42.11578,171.86014,Reefton,NA,1961-1990
3925,Maximum,Spring,2017,0,18.1,2017-09-01,2017-11-30,-42.11578,171.86014,Reefton,NA,1961-1990
3925,Maximum,Summer,2017,0,21.266666666666700,2016-12-01,2017-02-28,-42.11578,171.86014,Reefton,NA,1961-1990
3925,Maximum,Winter,2017,0,11.766666666666700,2017-06-01,2017-08-31,-42.11578,171.86014,Reefton,NA,1961-1990
3925,Minimum,Autumn,2017,0,7.733333333333330,2017-03-01,2017-05-31,-42.11578,171.86014,Reefton,NA,1961-1990
3925,Minimum,Spring,2017,0,7.533333333333330,2017-09-01,2017-11-30,-42.11578,171.86014,Reefton,NA,1961-1990
3925,Minimum,Summer,2017,0,10.066666666666700,2016-12-01,2017-02-28,-42.11578,171.86014,Reefton,NA,1961-1990
