agent_number,statistic,season,year,prop_missing,temperature,period_start,period_end,lat,lon,site,anomaly,reference_period
37662,Minimum,Annual,2019,0,7.491666666666670,2019-01-01,2019-12-31,-40.957,175.707,Masterton,NA,1961-1990
3909,Average,Annual,2019,0,12.108333333333300,2019-01-01,2019-12-31,-42.71228,170.98428,Hokitika,0.43456790123456700,1961-1990
3909,Maximum,Annual,2019,0,15.958333333333300,2019-01-01,2019-12-31,-42.71228,170.98428,Hokitika,0.18055555555555500,1961-1990
3909,Minimum,Annual,2019,0,8.283333333333330,2019-01-01,2019-12-31,-42.71228,170.98428,Hokitika,0.7067901234567900,1961-1990
3925,Average,Annual,2019,0,12.35,2019-01-01,2019-12-31,-42.11578,171.86014,Reefton,NA,1961-1990
3925,Maximum,Annual,2019,0,17.7,2019-01-01,2019-12-31,-42.11578,171.86014,Reefton,NA,1961-1990
3925,Minimum,Annual,2019,0,7.008333333333330,2019-01-01,2019-12-31,-42.11578,171.86014,Reefton,NA,1961-1990
4107,Average,Annual,2019,0,10.608333333333300,2019-01-01,2019-12-31,-44.67384,167.92406,Milford Sound,0.21006944444444300,1961-1990
4107,Maximum,Annual,2019,0,14.741666666666700,2019-01-01,2019-12-31,-44.67384,167.92406,Milford Sound,0.05833333333333360,1961-1990
4107,Minimum,Annual,2019,0,6.425,2019-01-01,2019-12-31,-44.67384,167.92406,Milford Sound,0.23138888888888900,1961-1990
4241,Average,Annual,2019,0,13.616666666666700,2019-01-01,2019-12-31,-41.299,173.226,Nelson,1.2361111111111100,1961-1990
4241,Maximum,Annual,2019,0,18.2,2019-01-01,2019-12-31,-41.299,173.226,Nelson,0.9930555555555540,1961-1990
4241,Minimum,Annual,2019,0,9.025,2019-01-01,2019-12-31,-41.299,173.226,Nelson,1.4700000000000000,1961-1990
4326,Average,Annual,2019,0,13.258333333333300,2019-01-01,2019-12-31,-41.52133,173.86439,Blenheim,NA,1961-1990
4326,Maximum,Annual,2019,0,19.566666666666700,2019-01-01,2019-12-31,-41.52133,173.86439,Blenheim,NA,1961-1990
4326,Minimum,Annual,2019,0,6.925,2019-01-01,2019-12-31,-41.52133,173.86439,Blenheim,NA,1961-1990
4843,Average,Annual,2019,0,12.325,2019-01-01,2019-12-31,-43.493,172.537,Christchurch,0.6474999999999990,1961-1990
4843,Maximum,Annual,2019,0,18.166666666666700,2019-01-01,2019-12-31,-43.493,172.537,Christchurch,1.3727777777777800,1961-1990
4843,Minimum,Annual,2019,0,6.516666666666670,2019-01-01,2019-12-31,-43.493,172.537,Christchurch,-0.04499999999999990,1961-1990
4970,Average,Annual,2019,0,9.383333333333330,2019-01-01,2019-12-31,-44.002,170.441,Lake Tekapo,0.328846153846154,1961-1990
4970,Maximum,Annual,2019,0,15.541666666666700,2019-01-01,2019-12-31,-44.002,170.441,Lake Tekapo,1.1496794871794900,1961-1990
4970,Minimum,Annual,2019,0,3.25,2019-01-01,2019-12-31,-44.002,170.441,Lake Tekapo,-0.48777777777777800,1961-1990
5086,Average,Annual,2019,0,11.183333333333300,2019-01-01,2019-12-31,-44.30517,171.22141,Timaru,NA,1961-1990
5086,Maximum,Annual,2019,0,17.4,2019-01-01,2019-12-31,-44.30517,171.22141,Timaru,NA,1961-1990
5086,Minimum,Annual,2019,0,4.958333333333330,2019-01-01,2019-12-31,-44.30517,171.22141,Timaru,NA,1961-1990
5212,Average,Annual,2019,0,10.1,2019-01-01,2019-12-31,-44.52612,169.88948,Tara Hills,0.9229166666666660,1961-1990
5212,Maximum,Annual,2019,0,16.991666666666700,2019-01-01,2019-12-31,-44.52612,169.88948,Tara Hills,1.529761904761910,1961-1990
5212,Minimum,Annual,2019,0,3.2083333333333300,2019-01-01,2019-12-31,-44.52612,169.88948,Tara Hills,0.33706896551724200,1961-1990
5451,Average,Annual,2019,0,10.458333333333300,2019-01-01,2019-12-31,-45.01758,168.74005,Queenstown,NA,1961-1990
5451,Maximum,Annual,2019,0,15.875,2019-01-01,2019-12-31,-45.01758,168.74005,Queenstown,NA,1961-1990
5451,Minimum,Annual,2019,0,5.058333333333330,2019-01-01,2019-12-31,-45.01758,168.74005,Queenstown,NA,1961-1990
5778,Average,Annual,2019,0,10.833333333333300,2019-01-01,2019-12-31,-46.115,168.887,Gore,NA,1961-1990
5778,Maximum,Annual,2019,0,15.358333333333300,2019-01-01,2019-12-31,-46.115,168.887,Gore,NA,1961-1990
5778,Minimum,Annual,2019,0,6.291666666666670,2019-01-01,2019-12-31,-46.115,168.887,Gore,NA,1961-1990
5814,Average,Annual,2019,0,10.983333333333300,2019-01-01,2019-12-31,-46.41741,168.33052,Invercargill,1.1361111111111100,1961-1990
5814,Maximum,Annual,2019,0,15.383333333333300,2019-01-01,2019-12-31,-46.41741,168.33052,Invercargill,0.99861111111111,1961-1990
5814,Minimum,Annual,2019,0,6.591666666666670,2019-01-01,2019-12-31,-46.41741,168.33052,Invercargill,1.2800000000000000,1961-1990
1056,Average,Autumn,2018,0,17.166666666666700,2018-03-01,2018-05-31,-35.183,173.926,Kerikeri,NA,1961-1990
1056,Average,Spring,2018,0,14.533333333333300,2018-09-01,2018-11-30,-35.183,173.926,Kerikeri,NA,1961-1990
1056,Average,Summer,2018,0,20.366666666666700,2017-12-01,2018-02-28,-35.183,173.926,Kerikeri,NA,1961-1990
1056,Average,Winter,2018,0,12.466666666666700,2018-06-01,2018-08-31,-35.183,173.926,Kerikeri,NA,1961-1990
1056,Maximum,Autumn,2018,0,21.8,2018-03-01,2018-05-31,-35.183,173.926,Kerikeri,NA,1961-1990
1056,Maximum,Spring,2018,0,19.7,2018-09-01,2018-11-30,-35.183,173.926,Kerikeri,NA,1961-1990
1056,Maximum,Summer,2018,0,24.7,2017-12-01,2018-02-28,-35.183,173.926,Kerikeri,NA,1961-1990
1056,Maximum,Winter,2018,0,17.766666666666700,2018-06-01,2018-08-31,-35.183,173.926,Kerikeri,NA,1961-1990
1056,Minimum,Autumn,2018,0,12.533333333333300,2018-03-01,2018-05-31,-35.183,173.926,Kerikeri,NA,1961-1990
1056,Minimum,Spring,2018,0,9.300000000000000,2018-09-01,2018-11-30,-35.183,173.926,Kerikeri,NA,1961-1990
1056,Minimum,Summer,2018,0,16.03333333333330,2017-12-01,2018-02-28,-35.183,173.926,Kerikeri,NA,1961-1990
1056,Minimum,Winter,2018,0,7.200000000000000,2018-06-01,2018-08-31,-35.183,173.926,Kerikeri,NA,1961-1990
1287,Average,Autumn,2018,0,17.46666666666670,2018-03-01,2018-05-31,-35.769,174.364,Whangarei,NA,1961-1990
1287,Average,Spring,2018,0,14.9,2018-09-01,2018-11-30,-35.769,174.364,Whangarei,0.24444444444444500,1961-1990
1287,Average,Summer,2018,0,21.233333333333300,2017-12-01,2018-02-28,-35.769,174.364,Whangarei,NA,1961-1990
1287,Average,Winter,2018,0,12.366666666666700,2018-06-01,2018-08-31,-35.769,174.364,Whangarei,NA,1961-1990
1287,Maximum,Autumn,2018,0,21.266666666666700,2018-03-01,2018-05-31,-35.769,174.364,Whangarei,NA,1961-1990
1287,Maximum,Spring,2018,0,19.233333333333300,2018-09-01,2018-11-30,-35.769,174.364,Whangarei,0.07916666666666570,1961-1990
1287,Maximum,Summer,2018,0,25.066666666666700,2017-12-01,2018-02-28,-35.769,174.364,Whangarei,NA,1961-1990
1287,Maximum,Winter,2018,0,16.5,2018-06-01,2018-08-31,-35.769,174.364,Whangarei,NA,1961-1990
1287,Minimum,Autumn,2018,0,13.666666666666700,2018-03-01,2018-05-31,-35.769,174.364,Whangarei,NA,1961-1990
1287,Minimum,Spring,2018,0,10.6,2018-09-01,2018-11-30,-35.769,174.364,Whangarei,0.42916666666666500,1961-1990
1287,Minimum,Summer,2018,0,17.4,2017-12-01,2018-02-28,-35.769,174.364,Whangarei,NA,1961-1990
1287,Minimum,Winter,2018,0,8.233333333333330,2018-06-01,2018-08-31,-35.769,174.364,Whangarei,NA,1961-1990
1400,Average,Autumn,2018,0,17.46666666666670,2018-03-01,2018-05-31,-36.606,174.835,Whangaparaoa,NA,1961-1990
1400,Average,Spring,2018,0,14.833333333333300,2018-09-01,2018-11-30,-36.606,174.835,Whangaparaoa,NA,1961-1990
1400,Average,Summer,2018,0,21.133333333333300,2017-12-01,2018-02-28,-36.606,174.835,Whangaparaoa,NA,1961-1990
1400,Average,Winter,2018,0,12.533333333333300,2018-06-01,2018-08-31,-36.606,174.835,Whangaparaoa,NA,1961-1990
1400,Maximum,Autumn,2018,0,20.5,2018-03-01,2018-05-31,-36.606,174.835,Whangaparaoa,NA,1961-1990
1400,Maximum,Spring,2018,0,18.46666666666670,2018-09-01,2018-11-30,-36.606,174.835,Whangaparaoa,NA,1961-1990
1400,Maximum,Summer,2018,0,24.533333333333300,2017-12-01,2018-02-28,-36.606,174.835,Whangaparaoa,NA,1961-1990
1400,Maximum,Winter,2018,0,15.233333333333300,2018-06-01,2018-08-31,-36.606,174.835,Whangaparaoa,NA,1961-1990
1400,Minimum,Autumn,2018,0,14.433333333333300,2018-03-01,2018-05-31,-36.606,174.835,Whangaparaoa,NA,1961-1990
1400,Minimum,Spring,2018,0,11.2,2018-09-01,2018-11-30,-36.606,174.835,Whangaparaoa,NA,1961-1990
1400,Minimum,Summer,2018,0,17.733333333333300,2017-12-01,2018-02-28,-36.606,174.835,Whangaparaoa,NA,1961-1990
1400,Minimum,Winter,2018,0,9.833333333333330,2018-06-01,2018-08-31,-36.606,174.835,Whangaparaoa,NA,1961-1990
15752,Average,Autumn,2018,0,12.033333333333300,2018-03-01,2018-05-31,-45.90129,170.5147,Dunedin,0.10111111111111100,1961-1990
15752,Average,Spring,2018,0,11.233333333333300,2018-09-01,2018-11-30,-45.90129,170.5147,Dunedin,0.026666666666665500,1961-1990
15752,Average,Summer,2018,0,16.7,2017-12-01,2018-02-28,-45.90129,170.5147,Dunedin,1.615555555555550,1961-1990
15752,Average,Winter,2018,0,7.833333333333330,2018-06-01,2018-08-31,-45.90129,170.5147,Dunedin,0.5488888888888890,1961-1990
15752,Maximum,Autumn,2018,0,15.833333333333300,2018-03-01,2018-05-31,-45.90129,170.5147,Dunedin,0.26888888888889000,1961-1990
15752,Maximum,Spring,2018,0,14.9,2018-09-01,2018-11-30,-45.90129,170.5147,Dunedin,-0.2333333333333330,1961-1990
15752,Maximum,Summer,2018,0,20.2,2017-12-01,2018-02-28,-45.90129,170.5147,Dunedin,1.318888888888890,1961-1990
15752,Maximum,Winter,2018,0,11.333333333333300,2018-06-01,2018-08-31,-45.90129,170.5147,Dunedin,0.4977777777777790,1961-1990
15752,Minimum,Autumn,2018,0,8.333333333333330,2018-03-01,2018-05-31,-45.90129,170.5147,Dunedin,0.033333333333333200,1961-1990
15752,Minimum,Spring,2018,0,7.566666666666670,2018-09-01,2018-11-30,-45.90129,170.5147,Dunedin,0.27888888888888900,1961-1990
15752,Minimum,Summer,2018,0,13.266666666666700,2017-12-01,2018-02-28,-45.90129,170.5147,Dunedin,1.9877777777777800,1961-1990
15752,Minimum,Winter,2018,0,4.333333333333330,2018-06-01,2018-08-31,-45.90129,170.5147,Dunedin,0.5877777777777770,1961-1990
1615,Average,Autumn,2018,0,16.866666666666700,2018-03-01,2018-05-31,-37.673,176.196,Tauranga,1.2827586206896600,1961-1990
1615,Average,Spring,2018,0,14.533333333333300,2018-09-01,2018-11-30,-37.673,176.196,Tauranga,0.4149425287356310,1961-1990
1615,Average,Summer,2018,0,21,2017-12-01,2018-02-28,-37.673,176.196,Tauranga,2.1866666666666700,1961-1990
1615,Average,Winter,2018,0,11.2,2018-06-01,2018-08-31,-37.673,176.196,Tauranga,0.6633333333333320,1961-1990
1615,Maximum,Autumn,2018,0,20.866666666666700,2018-03-01,2018-05-31,-37.673,176.196,Tauranga,0.9505747126436790,1961-1990
1615,Maximum,Spring,2018,0,18.966666666666700,2018-09-01,2018-11-30,-37.673,176.196,Tauranga,0.7218390804597700,1961-1990
1615,Maximum,Summer,2018,0,24.666666666666700,2017-12-01,2018-02-28,-37.673,176.196,Tauranga,1.533333333333340,1961-1990
1615,Maximum,Winter,2018,0,15.333333333333300,2018-06-01,2018-08-31,-37.673,176.196,Tauranga,0.5522222222222230,1961-1990
1615,Minimum,Autumn,2018,0,12.9,2018-03-01,2018-05-31,-37.673,176.196,Tauranga,1.681111111111110,1961-1990
1615,Minimum,Spring,2018,0,10.1,2018-09-01,2018-11-30,-37.673,176.196,Tauranga,0.14444444444444400,1961-1990
1615,Minimum,Summer,2018,0,17.333333333333300,2017-12-01,2018-02-28,-37.673,176.196,Tauranga,2.847777777777780,1961-1990
1615,Minimum,Winter,2018,0,7.066666666666670,2018-06-01,2018-08-31,-37.673,176.196,Tauranga,0.7688888888888880,1961-1990
1770,Average,Autumn,2018,0,14.1,2018-03-01,2018-05-31,-38.10595,176.31485,Rotorua,NA,1961-1990
1770,Average,Spring,2018,0,12.133333333333300,2018-09-01,2018-11-30,-38.10595,176.31485,Rotorua,NA,1961-1990
1770,Average,Summer,2018,0,18.766666666666700,2017-12-01,2018-02-28,-38.10595,176.31485,Rotorua,NA,1961-1990
1770,Average,Winter,2018,0,8.566666666666670,2018-06-01,2018-08-31,-38.10595,176.31485,Rotorua,NA,1961-1990
1770,Maximum,Autumn,2018,0,18.3,2018-03-01,2018-05-31,-38.10595,176.31485,Rotorua,NA,1961-1990
1770,Maximum,Spring,2018,0,17.200000000000000,2018-09-01,2018-11-30,-38.10595,176.31485,Rotorua,NA,1961-1990
1770,Maximum,Summer,2018,0,22.966666666666700,2017-12-01,2018-02-28,-38.10595,176.31485,Rotorua,NA,1961-1990
1770,Maximum,Winter,2018,0,12.8,2018-06-01,2018-08-31,-38.10595,176.31485,Rotorua,NA,1961-1990
1770,Minimum,Autumn,2018,0,9.9,2018-03-01,2018-05-31,-38.10595,176.31485,Rotorua,NA,1961-1990
1770,Minimum,Spring,2018,0,7.1000000000000000,2018-09-01,2018-11-30,-38.10595,176.31485,Rotorua,NA,1961-1990
1770,Minimum,Summer,2018,0,14.5,2017-12-01,2018-02-28,-38.10595,176.31485,Rotorua,NA,1961-1990
1770,Minimum,Winter,2018,0,4.333333333333330,2018-06-01,2018-08-31,-38.10595,176.31485,Rotorua,NA,1961-1990
1858,Average,Autumn,2018,0,13.200000000000000,2018-03-01,2018-05-31,-38.74263,176.08104,Taupo,NA,1961-1990
1858,Average,Spring,2018,0,11.2,2018-09-01,2018-11-30,-38.74263,176.08104,Taupo,NA,1961-1990
1858,Average,Summer,2018,0,18.333333333333300,2017-12-01,2018-02-28,-38.74263,176.08104,Taupo,NA,1961-1990
1858,Average,Winter,2018,0,7.6000000000000000,2018-06-01,2018-08-31,-38.74263,176.08104,Taupo,NA,1961-1990
1858,Maximum,Autumn,2018,0,17.566666666666700,2018-03-01,2018-05-31,-38.74263,176.08104,Taupo,NA,1961-1990
1858,Maximum,Spring,2018,0,16.4,2018-09-01,2018-11-30,-38.74263,176.08104,Taupo,NA,1961-1990
1858,Maximum,Summer,2018,0,23.233333333333300,2017-12-01,2018-02-28,-38.74263,176.08104,Taupo,NA,1961-1990
1858,Maximum,Winter,2018,0,11.866666666666700,2018-06-01,2018-08-31,-38.74263,176.08104,Taupo,NA,1961-1990
1858,Minimum,Autumn,2018,0,8.8,2018-03-01,2018-05-31,-38.74263,176.08104,Taupo,NA,1961-1990
1858,Minimum,Spring,2018,0,5.933333333333330,2018-09-01,2018-11-30,-38.74263,176.08104,Taupo,NA,1961-1990
1858,Minimum,Summer,2018,0,13.466666666666700,2017-12-01,2018-02-28,-38.74263,176.08104,Taupo,NA,1961-1990
1858,Minimum,Winter,2018,0,3.3333333333333300,2018-06-01,2018-08-31,-38.74263,176.08104,Taupo,NA,1961-1990
1962,Average,Autumn,2018,0,17.3,2018-03-01,2018-05-31,-37.00813,174.78873,Auckland,1.1453333333333300,1961-1990
1962,Average,Spring,2018,0,14.6,2018-09-01,2018-11-30,-37.00813,174.78873,Auckland,0.19066666666666700,1961-1990
1962,Average,Summer,2018,0,21.366666666666700,2017-12-01,2018-02-28,-37.00813,174.78873,Auckland,2.291666666666670,1961-1990
1962,Average,Winter,2018,0,11.666666666666700,2018-06-01,2018-08-31,-37.00813,174.78873,Auckland,0.5879999999999990,1961-1990
1962,Maximum,Autumn,2018,0,20.9,2018-03-01,2018-05-31,-37.00813,174.78873,Auckland,1.108000000000000,1961-1990
1962,Maximum,Spring,2018,0,18.333333333333300,2018-09-01,2018-11-30,-37.00813,174.78873,Auckland,0.6306666666666670,1961-1990
1962,Maximum,Summer,2018,0,25.1,2017-12-01,2018-02-28,-37.00813,174.78873,Auckland,2.345833333333340,1961-1990
1962,Maximum,Winter,2018,0,15.366666666666700,2018-06-01,2018-08-31,-37.00813,174.78873,Auckland,0.8306666666666680,1961-1990
1962,Minimum,Autumn,2018,0,13.7,2018-03-01,2018-05-31,-37.00813,174.78873,Auckland,1.1706666666666700,1961-1990
1962,Minimum,Spring,2018,0,10.9,2018-09-01,2018-11-30,-37.00813,174.78873,Auckland,-0.20933333333333300,1961-1990
1962,Minimum,Summer,2018,0,17.666666666666700,2017-12-01,2018-02-28,-37.00813,174.78873,Auckland,2.270833333333330,1961-1990
1962,Minimum,Winter,2018,0,8,2018-06-01,2018-08-31,-37.00813,174.78873,Auckland,0.3813333333333330,1961-1990
2112,Average,Autumn,2018,0,15.200000000000000,2018-03-01,2018-05-31,-37.86088,175.33175,Hamilton,NA,1961-1990
2112,Average,Spring,2018,0,13.066666666666700,2018-09-01,2018-11-30,-37.86088,175.33175,Hamilton,NA,1961-1990
2112,Average,Summer,2018,0,20.03333333333330,2017-12-01,2018-02-28,-37.86088,175.33175,Hamilton,NA,1961-1990
2112,Average,Winter,2018,0,9.333333333333330,2018-06-01,2018-08-31,-37.86088,175.33175,Hamilton,NA,1961-1990
2112,Maximum,Autumn,2018,0,20.433333333333300,2018-03-01,2018-05-31,-37.86088,175.33175,Hamilton,NA,1961-1990
2112,Maximum,Spring,2018,0,18.666666666666700,2018-09-01,2018-11-30,-37.86088,175.33175,Hamilton,NA,1961-1990
2112,Maximum,Summer,2018,0,25.333333333333300,2017-12-01,2018-02-28,-37.86088,175.33175,Hamilton,NA,1961-1990
2112,Maximum,Winter,2018,0,14.433333333333300,2018-06-01,2018-08-31,-37.86088,175.33175,Hamilton,NA,1961-1990
2112,Minimum,Autumn,2018,0,10,2018-03-01,2018-05-31,-37.86088,175.33175,Hamilton,NA,1961-1990
2112,Minimum,Spring,2018,0,7.433333333333330,2018-09-01,2018-11-30,-37.86088,175.33175,Hamilton,NA,1961-1990
2112,Minimum,Summer,2018,0,14.766666666666700,2017-12-01,2018-02-28,-37.86088,175.33175,Hamilton,NA,1961-1990
2112,Minimum,Winter,2018,0,4.266666666666670,2018-06-01,2018-08-31,-37.86088,175.33175,Hamilton,NA,1961-1990
2250,Average,Autumn,2018,0,13.7,2018-03-01,2018-05-31,-38.88784,175.25981,Taumarunui,0.24444444444444400,1961-1990
2250,Average,Spring,2018,0,12.166666666666700,2018-09-01,2018-11-30,-38.88784,175.25981,Taumarunui,-0.6388888888888890,1961-1990
2250,Average,Summer,2018,0,19.233333333333300,2017-12-01,2018-02-28,-38.88784,175.25981,Taumarunui,1.3155555555555600,1961-1990
2250,Average,Winter,2018,0,8.133333333333330,2018-06-01,2018-08-31,-38.88784,175.25981,Taumarunui,0.12666666666666700,1961-1990
2250,Maximum,Autumn,2018,0,18.866666666666700,2018-03-01,2018-05-31,-38.88784,175.25981,Taumarunui,-0.5811111111111100,1961-1990
2250,Maximum,Spring,2018,0,17.900000000000000,2018-09-01,2018-11-30,-38.88784,175.25981,Taumarunui,-0.38777777777777400,1961-1990
2250,Maximum,Summer,2018,0,24.766666666666700,2017-12-01,2018-02-28,-38.88784,175.25981,Taumarunui,0.5244444444444450,1961-1990
2250,Maximum,Winter,2018,0,12.9,2018-06-01,2018-08-31,-38.88784,175.25981,Taumarunui,-0.26222222222222200,1961-1990
2250,Minimum,Autumn,2018,0,8.466666666666670,2018-03-01,2018-05-31,-38.88784,175.25981,Taumarunui,1.0133333333333300,1961-1990
2250,Minimum,Spring,2018,0,6.4000000000000000,2018-09-01,2018-11-30,-38.88784,175.25981,Taumarunui,-0.9222222222222230,1961-1990
2250,Minimum,Summer,2018,0,13.733333333333300,2017-12-01,2018-02-28,-38.88784,175.25981,Taumarunui,2.1333333333333300,1961-1990
2250,Minimum,Winter,2018,0,3.4333333333333300,2018-06-01,2018-08-31,-38.88784,175.25981,Taumarunui,0.5733333333333340,1961-1990
2283,Average,Autumn,2018,0,15.466666666666700,2018-03-01,2018-05-31,-39.0079,174.18382,New Plymouth,1.0500000000000000,1961-1990
2283,Average,Spring,2018,0,12.833333333333300,2018-09-01,2018-11-30,-39.0079,174.18382,New Plymouth,0.11222222222222400,1961-1990
2283,Average,Summer,2018,0,19.53333333333330,2017-12-01,2018-02-28,-39.0079,174.18382,New Plymouth,2.5422222222222200,1961-1990
2283,Average,Winter,2018,0,10.433333333333300,2018-06-01,2018-08-31,-39.0079,174.18382,New Plymouth,0.5477777777777780,1961-1990
2283,Maximum,Autumn,2018,0,19.333333333333300,2018-03-01,2018-05-31,-39.0079,174.18382,New Plymouth,0.9755555555555550,1961-1990
2283,Maximum,Spring,2018,0,16.7,2018-09-01,2018-11-30,-39.0079,174.18382,New Plymouth,0.4988888888888890,1961-1990
2283,Maximum,Summer,2018,0,23.533333333333300,2017-12-01,2018-02-28,-39.0079,174.18382,New Plymouth,2.4222222222222200,1961-1990
2283,Maximum,Winter,2018,0,14.366666666666700,2018-06-01,2018-08-31,-39.0079,174.18382,New Plymouth,0.9711111111111120,1961-1990
2283,Minimum,Autumn,2018,0,11.566666666666700,2018-03-01,2018-05-31,-39.0079,174.18382,New Plymouth,1.0833333333333300,1961-1990
2283,Minimum,Spring,2018,0,8.933333333333330,2018-09-01,2018-11-30,-39.0079,174.18382,New Plymouth,-0.29555555555555600,1961-1990
2283,Minimum,Summer,2018,0,15.6,2017-12-01,2018-02-28,-39.0079,174.18382,New Plymouth,2.7200000000000000,1961-1990
2283,Minimum,Winter,2018,0,6.466666666666670,2018-06-01,2018-08-31,-39.0079,174.18382,New Plymouth,0.11888888888888900,1961-1990
2534,Average,Autumn,2018,0,13.666666666666700,2018-03-01,2018-05-31,-40.21,176.109,Dannevirke,1.1244444444444500,1961-1990
2534,Average,Spring,2018,0,11.466666666666700,2018-09-01,2018-11-30,-40.21,176.109,Dannevirke,-0.08160919540229910,1961-1990
2534,Average,Summer,2018,0,19.2,2017-12-01,2018-02-28,-40.21,176.109,Dannevirke,2.9862068965517200,1961-1990
2534,Average,Winter,2018,0,7.9,2018-06-01,2018-08-31,-40.21,176.109,Dannevirke,0.3448275862068970,1961-1990
2534,Maximum,Autumn,2018,0,17.566666666666700,2018-03-01,2018-05-31,-40.21,176.109,Dannevirke,0.525555555555556,1961-1990
2534,Maximum,Spring,2018,0,16.100000000000000,2018-09-01,2018-11-30,-40.21,176.109,Dannevirke,0.30689655172413700,1961-1990
2534,Maximum,Summer,2018,0,24.166666666666700,2017-12-01,2018-02-28,-40.21,176.109,Dannevirke,2.9666666666666700,1961-1990
2534,Maximum,Winter,2018,0,12,2018-06-01,2018-08-31,-40.21,176.109,Dannevirke,0.7528735632183900,1961-1990
2534,Minimum,Autumn,2018,0,9.766666666666670,2018-03-01,2018-05-31,-40.21,176.109,Dannevirke,1.692222222222220,1961-1990
2534,Minimum,Spring,2018,0,6.866666666666670,2018-09-01,2018-11-30,-40.21,176.109,Dannevirke,-0.47000000000000100,1961-1990
2534,Minimum,Summer,2018,0,14.233333333333300,2017-12-01,2018-02-28,-40.21,176.109,Dannevirke,2.9944444444444500,1961-1990
2534,Minimum,Winter,2018,0,3.8666666666666700,2018-06-01,2018-08-31,-40.21,176.109,Dannevirke,-0.04555555555555560,1961-1990
25354,Average,Autumn,2018,0,14.433333333333300,2018-03-01,2018-05-31,-41.285,174.768,Wellington,0.7833333333333330,1961-1990
25354,Average,Spring,2018,0,12.466666666666700,2018-09-01,2018-11-30,-41.285,174.768,Wellington,0.3777777777777780,1961-1990
25354,Average,Summer,2018,0,18.933333333333300,2017-12-01,2018-02-28,-41.285,174.768,Wellington,2.47111111111111,1961-1990
25354,Average,Winter,2018,0,10.166666666666700,2018-06-01,2018-08-31,-41.285,174.768,Wellington,1.1022222222222200,1961-1990
25354,Maximum,Autumn,2018,0,17.200000000000000,2018-03-01,2018-05-31,-41.285,174.768,Wellington,0.6133333333333370,1961-1990
25354,Maximum,Spring,2018,0,15.366666666666700,2018-09-01,2018-11-30,-41.285,174.768,Wellington,0.22666666666666700,1961-1990
25354,Maximum,Summer,2018,0,22.2,2017-12-01,2018-02-28,-41.285,174.768,Wellington,2.314444444444440,1961-1990
25354,Maximum,Winter,2018,0,12.6,2018-06-01,2018-08-31,-41.285,174.768,Wellington,0.9677777777777780,1961-1990
25354,Minimum,Autumn,2018,0,11.633333333333300,2018-03-01,2018-05-31,-41.285,174.768,Wellington,0.9588888888888880,1961-1990
25354,Minimum,Spring,2018,0,9.566666666666670,2018-09-01,2018-11-30,-41.285,174.768,Wellington,0.5622222222222210,1961-1990
25354,Minimum,Summer,2018,0,15.633333333333300,2017-12-01,2018-02-28,-41.285,174.768,Wellington,2.634444444444440,1961-1990
25354,Minimum,Winter,2018,0,7.766666666666670,2018-06-01,2018-08-31,-41.285,174.768,Wellington,1.304444444444440,1961-1990
2810,Average,Autumn,2018,0,15.9,2018-03-01,2018-05-31,-38.6586,177.9851,Gisborne,1.336666666666670,1961-1990
2810,Average,Spring,2018,0,13.966666666666700,2018-09-01,2018-11-30,-38.6586,177.9851,Gisborne,0.387777777777778,1961-1990
2810,Average,Summer,2018,0,20.566666666666700,2017-12-01,2018-02-28,-38.6586,177.9851,Gisborne,2.264444444444440,1961-1990
2810,Average,Winter,2018,0,10.6,2018-06-01,2018-08-31,-38.6586,177.9851,Gisborne,1.0200000000000000,1961-1990
2810,Maximum,Autumn,2018,0,20.8,2018-03-01,2018-05-31,-38.6586,177.9851,Gisborne,1.0044444444444500,1961-1990
2810,Maximum,Spring,2018,0,19.133333333333300,2018-09-01,2018-11-30,-38.6586,177.9851,Gisborne,0.2511111111111110,1961-1990
2810,Maximum,Summer,2018,0,25.5,2017-12-01,2018-02-28,-38.6586,177.9851,Gisborne,1.5822222222222200,1961-1990
2810,Maximum,Winter,2018,0,15.533333333333300,2018-06-01,2018-08-31,-38.6586,177.9851,Gisborne,1.2666666666666700,1961-1990
2810,Minimum,Autumn,2018,0,10.966666666666700,2018-03-01,2018-05-31,-38.6586,177.9851,Gisborne,1.6288888888888900,1961-1990
2810,Minimum,Spring,2018,0,8.833333333333330,2018-09-01,2018-11-30,-38.6586,177.9851,Gisborne,0.5622222222222230,1961-1990
2810,Minimum,Summer,2018,0,15.6,2017-12-01,2018-02-28,-38.6586,177.9851,Gisborne,2.8866666666666700,1961-1990
2810,Minimum,Winter,2018,0,5.666666666666670,2018-06-01,2018-08-31,-38.6586,177.9851,Gisborne,0.8111111111111120,1961-1990
2997,Average,Autumn,2018,0,15.933333333333300,2018-03-01,2018-05-31,-39.49846,176.91189,Napier,1.062222222222220,1961-1990
2997,Average,Spring,2018,0,14.133333333333300,2018-09-01,2018-11-30,-39.49846,176.91189,Napier,0.08666666666666780,1961-1990
2997,Average,Summer,2018,0,20.8,2017-12-01,2018-02-28,-39.49846,176.91189,Napier,1.9455555555555600,1961-1990
2997,Average,Winter,2018,0,10.033333333333300,2018-06-01,2018-08-31,-39.49846,176.91189,Napier,0.568888888888889,1961-1990
2997,Maximum,Autumn,2018,0,20.866666666666700,2018-03-01,2018-05-31,-39.49846,176.91189,Napier,1.0266666666666700,1961-1990
